filename,label
248_jpg.rf.003489e160ccd8ccb87299874a2a2d67.jpg,Mango
351_jpg.rf.0041d4448efe427983229306a0fe4b74.jpg,Coconut
254_jpg.rf.00460c96b0897f30d9e7902dafd793ce.jpg,Banana
163_jpg.rf.00512d2303e2f92c60b2326ea1b29d62.jpg,Grape
251_jpg.rf.006e87af34b780c148c3edd359f5c98a.jpg,Star_Fruit
72_jpg.rf.006f4b143f6222dc015714560dd72cbc.jpg,Apple
442_jpg.rf.0072d6c4eda5b0a4d976c7d08f643125.jpg,Coconut
303_jpg.rf.00a79ba59ff14e90611f796691f0de7d.jpg,Star_Fruit
416_jpg.rf.00dc0c65bf7b21ae07c4beab0433d5c8.jpg,Papaya
326_jpg.rf.00ea30f498cd33957773f7843508895b.jpg,Banana
232_jpg.rf.00d80d7c01248e7bb8cf3adc0e6740bd.jpg,Papaya
340_jpg.rf.018d7f32e297f32073e587f84ce23ce2.jpg,Papaya
391_jpg.rf.0156b0fd9e1345c44bc69c907a9ce876.jpg,Orange
218_jpg.rf.00ff24b36ea471ce67efde8dbe847b0f.jpg,Papaya
434_jpg.rf.01c85e6f7631fd20c435b65c5f93a783.jpg,Papaya
51_jpg.rf.01f91c8d213a478cadd36f174e5d4424.jpg,Banana
412_jpg.rf.0212f5d6e4d1a573ef347917fb7aedc7.jpg,Orange
310_jpg.rf.022b4fa14d70f3ea0e929ecca0b37a4d.jpg,Apple
79_jpg.rf.022cd5639c5460ca369564780b1a0b62.jpg,Mango
32_jpg.rf.02782e961d4fa9698c77a2a06d310d85.jpg,Strawberry
46_jpg.rf.027b00e751b69c3f461dd409767a71d0.jpg,Grape
154_jpg.rf.02414ec459f361a6973008834d4e3fb6.jpg,Papaya
435_jpg.rf.02a6fd67e7de69f41d317d2086309f04.jpg,Orange
379_jpg.rf.029377ddf4a6c000a4df565c35fed489.jpg,Orange
418_jpg.rf.028c41b988b6a6a22b2c6604061e9048.jpg,Papaya
157_jpg.rf.02a904e7ac2db9a97970323efff48c22.jpg,Papaya
396_jpg.rf.02b1f6187b1cf7570fc23852b642c0d2.jpg,Coconut
362_jpg.rf.02dbcf848ed3d4d06d305598097ea907.jpg,Strawberry
225_jpg.rf.02dbf892438c9a22407df7591e62acff.jpg,Coconut
222_jpg.rf.02dedbc4083a096d32175b5cc64f77cc.jpg,Papaya
93_jpg.rf.02e72651fab06d1e2b90a7477b5cc711.jpg,Star_Fruit
265_jpg.rf.030317f9117e9fcbf44b4bc8793adeda.jpg,Papaya
336_jpg.rf.0322bc72b4837b13690350adad658aa7.jpg,Mango
416_jpg.rf.034539617ac7ef75b9b14c817ba90a26.jpg,Strawberry
15_jpg.rf.035ec2128fc05f9edc2c17f333c4470c.jpg,Strawberry
118_jpg.rf.0386f0407fb4c4bb3c1f06de9b78053f.jpg,Grape
443_jpg.rf.03b01d3ea01347d84b674cfed6c207b1.jpg,Strawberry
1_jpg.rf.03c508c2fb1763e9f354d8f232ab102a.jpg,Strawberry
324_jpg.rf.03d0b8a6dc077c38abdad85a853f09b4.jpg,Coconut
164_jpg.rf.0424854153f920689fd92c4adf87edc2.jpg,Grape
19_jpg.rf.042a9b915a0d92d70174fe6256cb2937.jpg,Coconut
279_jpg.rf.04612649cba723b96bd825ca588cf8bf.jpg,Coconut
397_jpg.rf.03f5940e6527ce3031bb8e918f0b2253.jpg,Dragon
359_jpg.rf.04880bf0f6cbaf16af2171db350c92be.jpg,Papaya
211_jpg.rf.04dd6e0f7253a5fc1505d79aa9c75dbf.jpg,Dragon
24_jpg.rf.0523d97f80611769e027edf270806d7b.jpg,Orange
414_jpg.rf.058d41eb51b4dd0979ca8414f0faaedc.jpg,Mango
114_jpg.rf.02fae0fb61b980e2a5d44193fa912d99.jpg,Dragon
353_jpg.rf.011831ff3b5b3791220911e9f1187bbd.jpg,Mango
284_jpg.rf.058dff49e904f603fba7dd6ea948bd6a.jpg,Strawberry
49_jpg.rf.05416fd11ffd8ea14c8d5de80ec60fa9.jpg,Dragon
439_jpg.rf.05c77cd168da28cddce5ced05b4fbfe2.jpg,Orange
373_jpg.rf.05be22f0661a046584a0debe56167ffb.jpg,Banana
